EStree IncrementalDynamicSSSP Dijkstra Dsource ScaledEStree
5 3779 111 1 4
5 3488 111 1 4
5 5043 111 1 4
6 3337 111 1 4
6 4692 111 1 8
7 4419 112 1 4
7 4942 111 1 4
3 3753 114 1 5
7 4856 113 1 4
7 4917 113 1 4
3 5531 114 1 6
8 3584 144 1 7
9 4285 114 1 7
9 2976 114 1 4
3 5191 151 10 1
14 3594 130 1 9
9 2078 138 1 3
10 2924 120 1 7
11 2676 127 1 5
3 5107 119 10 5
11 2865 117 1 6
10 2545 116 1 7
19 26619 121 22 18
12 2688 116 1 5
10 11576 117 12 13
84 3363 117 1 3
87 5061 119 218 116
3 2437 117 9 268
4 6662 118 10 5
4 2443 119 8 6
4 2610 119 9 4
3 5733 119 9 4
4 2594 122 11 4
5 2269 118 9 6
3 4961 123 8 4
4 2253 124 8 4
3 2458 123 9 7
3 5652 124 8 5
29 2594 124 10 4
5 2768 127 9 6
3 3423 124 8 4
3 2550 126 8 5
4 2552 123 8 4
4 2417 123 8 4
6 2446 124 8 4
5 2353 124 8 5
3 4005 122 12 4
4 2556 123 10 5
3 3306 124 9 6
4 2185 124 8 5
3 2135 124 8 4
3 1996 122 8 4
4 1951 123 8 4
5 1944 125 8 5
4 1895 123 8 4
3 2113 126 9 4
4 1961 129 8 4
4 1795 125 9 6
4 3346 127 8 5
3 5935 127 10 4
4 2237 128 8 4
3 2285 127 8 4
3 2266 128 8 4
3 2558 128 8 4
5 2669 131 9 5
4 1728 128 8 5
3 2215 127 8 4
4 2372 129 8 5
4 3175 128 8 7
3 4235 129 11 4
3 5055 129 9 5
3 2133 129 9 4
3 2430 135 10 4
4 2042 131 9 4
3 2369 128 8 4
5 2067 130 9 5
3 5386 131 9 4
3 2505 130 9 4
4 1947 127 8 4
4 2043 129 8 4
3 2225 130 8 4
3 2473 128 10 4
4 1866 129 9 4
5 2685 127 9 6
3 5536 129 10 4
3 2219 128 8 4
3 2797 128 10 9
5 2692 128 10 6
5 2113 128 9 4
3 2019 128 9 4
5 2414 132 10 5
3 5635 127 9 4
3 2047 129 9 4
3 1866 129 9 4
4 1927 128 9 4
4 2340 130 15 6
7 5472 132 9 4
3 1996 128 9 4
3 2001 128 9 4
4 1952 128 10 4
4 1801 127 9 4
3 2091 129 10 4
3 2108 129 10 4
3 1764 130 9 4
3 1795 132 9 4
5 2527 130 15 7
4 5565 131 10 5
4 2203 130 11 7
6 5072 132 10 4
4 1843 133 9 4
6 2892 132 12 8
4 5921 131 10 7
3 5910 134 10 5
3 5011 131 9 4
3 2148 131 9 4
7 2560 130 10 6
3 2613 131 10 4
3 2832 133 11 6
5 2413 132 10 6
3 5580 132 9 4
3 2060 132 9 4
3 2024 134 9 4
6 3238 133 12 8
4 7590 134 11 6
4 770 132 1 2
4 737 132 1 3
4 603 134 0 1
3 877 133 1 2
4 664 131 1 2
3 1130 134 1 2
4 729 132 1 2
4 1019 133 1 2
4 960 132 1 2
4 1127 134 1 3
3 1048 134 1 1
5 911 133 1 2
4 872 134 1 2
4 1020 132 1 2
4 827 132 1 2
3 959 133 0 2
4 844 132 1 2
4 888 133 1 2
3 783 132 1 2
4 815 133 1 4
3 880 133 1 2
3 1134 132 1 3
4 798 133 1 2
5 773 132 1 2
4 774 133 1 2
4 2916 133 8 5
4 741 133 1 2
2 11857 137 15 13
4 981 134 1 2
4 969 135 1 6
4 941 134 1 3
3 930 134 1 2
3 919 133 1 2
3 925 134 1 2
3 994 134 1 2
3 935 133 1 2
3 1013 134 1 2
17 1014 134 1 7
83 1022 146 27 48
3 929 145 1 2
3 1031 145 1 2
2 930 146 0 2
2 1052 149 1 2
2 1043 148 1 2
3 968 146 1 2
3 1439 145 2 4
2 1031 148 1 2
3 978 149 1 2
4 929 148 1 2
2 1029 149 1 2
3 950 150 1 2
3 944 148 1 3
2 972 149 1 2
3 942 147 1 2
4 958 148 1 2
3 967 151 1 2
2 986 146 1 1
2 1024 149 1 2
2 958 150 1 2
3 991 150 1 2
3 945 149 1 2
3 946 150 1 2
3 944 149 1 3
3 951 152 1 2
3 963 152 1 2
3 950 148 1 2
3 951 152 1 2
3 2987 151 9 5
3 966 150 1 6
2 1064 150 1 2
3 978 149 1 2
3 975 150 1 2
3 968 152 1 2
3 985 151 1 2
2 1112 151 1 2
4 5406 153 9 5
3 1033 152 1 2
3 1010 154 1 2
2 1041 151 1 2
2 1142 153 1 2
3 1042 152 1 2
3 1022 152 1 2
3 1019 152 1 2
3 1002 153 1 2
3 1020 153 0 2
2 1105 154 1 1
3 1025 153 1 2
3 1014 153 1 2
3 1021 155 1 2
3 1026 155 1 2
3 1044 157 1 2
3 1033 156 1 2
3 1060 157 1 2
4 1068 157 0 2
3 1202 155 1 2
3 6203 164 11 10
3 1099 156 1 2
3 1056 158 1 2
5 1096 156 1 2
2 1139 158 1 1
3 1051 156 1 2
3 1060 156 1 2
3 1061 155 1 2
3 1072 156 1 2
2 1143 157 1 1
3 1064 158 1 2
3 1125 159 1 2
5 2317 159 9 5
4 2222 160 9 5
3 1077 161 1 2
3 1064 160 1 2
3 1067 159 1 2
3 1070 159 1 2
3 1090 161 1 2
3 1084 160 1 2
3 1062 160 1 2
2 1328 162 1 1
3 5567 163 9 5
2 1230 162 1 2
3 4665 162 9 5
2 1288 160 1 2
3 1136 163 0 2
3 1195 160 1 2
7 10651 165 14 4
3 1173 165 1 2
2 1260 164 1 2
3 1287 163 1 4
2 1256 166 1 2
3 1158 166 1 2
3 1297 169 1 2
4 5072 167 10 6
3 1217 164 1 2
3 1175 164 1 2
3 1163 165 1 2
3 1291 166 1 1
3 1184 164 1 2
3 1163 165 1 2
3 1171 165 1 2
2 1608 164 1 1
4 672 164 0 2
4 941 164 1 3
3 543 163 0 1
5 756 166 1 2
4 730 163 1 2
6 882 168 1 3
4 750 165 1 2
4 732 166 1 2
4 848 166 1 3
3 761 165 1 2
3 1375 166 1 2
5 786 163 1 3
4 772 165 1 2
4 771 166 1 3
4 774 165 1 2
4 758 167 1 2
4 769 166 1 2
4 784 165 1 2
3 704 165 1 2
4 782 167 1 2
