EStree IncrementalDynamicSSSP Dijkstra Dsource ScaledEStree
4 661 88 1 2
24 688 90 1 2
2 2633 90 7 4
3 652 90 1 2
3 651 89 1 3
3 658 89 1 2
3 641 90 1 2
6 653 89 1 2
3 659 90 1 2
3 750 89 1 2
2 693 89 1 2
3 670 90 0 4
5 807 89 1 2
3 644 90 1 2
2 3466 91 8 5
3 657 90 1 1
3 697 90 1 2
3 826 91 1 2
3 662 94 1 2
3 649 94 1 2
3 634 91 1 2
4 651 89 1 2
3 659 92 1 2
142 661 92 18 61
3 2795 92 7 5
3 2780 91 7 4
2 628 90 0 1
4 552 90 1 3
4 570 94 1 2
4 434 90 0 2
4 494 101 1 2
4 518 89 1 2
4 445 91 1 2
3 569 91 1 2
3 2429 91 6 4
6 525 90 1 2
3 450 112 1 2
4 466 90 0 2
4 481 89 1 2
4 531 93 1 2
3 459 92 1 2
4 458 92 1 2
3 452 92 1 2
4 525 95 1 2
3 504 94 1 2
4 694 98 1 3
4 522 95 1 2
4 483 94 1 2
4 519 94 1 2
4 449 94 1 2
4 462 93 1 2
3 397 93 0 1
4 452 94 0 2
4 471 94 1 2
3 513 94 1 2
2 2557 96 7 6
4 505 95 1 2
3 611 95 1 2
4 544 96 1 2
4 496 95 1 2
3 503 94 1 2
3 515 96 1 2
4 493 96 1 2
4 538 95 1 2
3 555 95 1 2
4 559 96 1 2
3 566 95 1 2
4 490 95 1 2
4 549 95 1 2
2 2639 95 7 4
3 850 95 2 4
4 588 95 1 2
2 2675 95 6 4
3 590 94 1 2
23 649 95 1 2
4 537 93 1 5
6 582 94 1 3
4 537 95 1 2
4 593 98 1 2
3 601 96 1 3
4 619 97 1 2
3 541 96 1 2
3 526 97 1 2
3 604 97 1 2
3 636 97 1 2
3 539 97 1 2
4 601 100 1 2
4 607 97 1 4
3 546 96 0 2
7 803 97 1 2
4 587 96 1 2
4 550 97 1 2
3 553 96 0 2
4 604 98 1 2
4 534 96 1 2
3 460 100 0 0
4 616 98 1 3
3 587 97 1 2
4 603 120 1 2
3 638 97 1 1
3 745 98 1 2
3 541 98 1 2
3 495 97 1 2
4 442 97 1 2
4 507 98 1 2
5 466 98 1 2
4 435 97 1 1
3 452 98 1 2
4 617 97 1 3
4 445 98 1 1
4 528 97 1 2
4 511 102 1 3
4 435 100 0 1
3 511 99 1 2
4 498 100 1 2
4 439 100 1 2
4 522 100 1 2
4 508 99 1 2
4 427 99 1 2
9 492 98 1 2
4 631 99 1 3
4 498 100 1 2
3 503 100 1 2
4 448 99 1 2
6 546 99 1 2
4 448 99 1 2
5 669 100 1 1
5 485 99 1 2
4 503 99 1 2
3 480 99 1 2
6 559 101 1 3
5 463 100 0 2
6 487 100 1 2
4 445 99 1 2
7 447 99 1 2
4 501 100 1 2
3 597 100 1 2
4 465 100 0 2
4 451 100 1 2
4 458 101 1 1
4 495 100 1 6
4 525 99 1 2
4 515 100 1 3
4 477 100 1 2
4 725 101 2 4
4 516 101 1 2
4 534 100 1 2
4 498 100 1 3
4 495 100 1 2
4 445 100 1 2
4 450 101 1 1
14 705 102 1 2
4 441 102 0 1
3 430 102 1 2
5 520 101 1 2
9 440 101 0 1
4 513 101 1 2
3 428 102 1 2
5 510 101 1 2
3 521 102 1 2
4 451 100 1 2
4 461 100 1 2
4 500 101 1 4
4 501 101 1 2
10 525 101 1 2
8 851 101 1 2
8 507 101 1 2
5 466 101 1 1
144 456 101 1 2
3 441 101 1 2
4 507 105 1 2
3 541 102 1 2
3 512 101 1 2
4 602 105 1 2
4 676 100 1 2
3 441 101 1 2
3 511 104 1 2
3 542 105 1 3
3 512 101 1 2
3 502 101 1 2
3 511 101 1 2
3 449 100 0 2
3 509 101 1 2
3 471 104 1 2
3 460 102 1 1
2 935 104 1 1
3 545 100 1 2
210 616 102 15 61
2 775 108 1 1
4 539 102 1 2
4 523 102 1 2
4 459 101 1 2
4 582 107 1 3
5 436 103 1 1
4 514 106 1 2
3 440 104 1 3
4 434 104 1 2
4 434 107 1 2
4 539 102 1 2
4 447 104 1 2
4 438 103 1 2
4 508 102 1 2
4 424 102 0 2
4 442 104 1 2
4 468 107 1 2
4 438 106 1 2
4 431 102 0 2
4 449 102 1 2
4 429 102 1 2
3 364 118 0 1
4 480 102 1 2
4 651 105 1 3
4 533 102 1 2
4 447 103 1 2
5 440 102 1 2
3 520 104 1 3
4 457 102 1 2
4 452 103 1 2
3 517 104 1 2
4 456 103 1 2
4 446 102 1 2
4 514 102 1 2
4 439 105 1 2
3 524 103 1 2
