EStree IncrementalDynamicSSSP Dijkstra Dsource ScaledEStree
6 5629 117 9 6
6 2258 116 10 9
3 4565 120 8 4
3 1928 117 8 4
2 5635 118 9 5
4 2251 116 8 6
5 2448 117 8 6
3 4912 117 8 4
5 2350 116 8 8
4 6989 115 9 6
3 5725 119 8 6
3 3509 118 9 4
4 3096 115 8 5
3 5490 119 9 4
5 6477 120 10 6
3 2358 119 8 4
5 2397 120 8 5
3 5770 121 8 4
3 3215 119 8 4
3 3168 121 8 4
3 3159 122 8 5
3 3044 122 8 4
4 2963 123 9 7
4 4381 122 9 5
3 5719 123 8 4
3 2775 122 8 4
4 3145 124 8 4
3 2780 121 8 4
5 3356 124 12 8
5 7173 123 11 6
6 7473 126 12 7
5 2786 123 10 8
3 7003 123 12 11
3 6058 124 10 5
5 4910 123 9 4
3 2291 126 8 8
4 2311 125 9 4
4 2806 123 9 4
4 2453 123 9 5
3 2395 128 8 5
4 2271 124 10 8
5 2788 124 9 11
4 5910 122 10 6
2 4928 125 9 4
3 2232 124 8 5
4 2325 125 9 4
3 2258 124 9 4
3 2313 125 9 8
3 2281 124 9 4
3 2359 124 9 4
3 2260 123 9 8
3 2260 124 9 7
4 2245 125 9 7
5 2774 125 10 10
3 5056 123 9 5
3 5040 125 9 4
3 2262 127 9 8
4 2291 126 9 5
2 5015 127 9 4
3 2386 127 13 4
4 2320 129 9 7
3 2334 133 9 4
4 2311 129 9 5
5 4925 128 9 6
3 4441 128 9 5
3 1032 127 1 7
3 3673 128 7 6
3 1390 129 1 3
4 1219 129 1 2
4 1218 128 1 5
4 1856 128 1 2
4 756 136 1 2
4 688 128 1 2
4 886 129 1 3
5 702 146 1 2
6 762 130 1 2
6 699 129 1 2
6 672 130 1 2
6 676 132 1 2
7 679 128 1 2
7 686 134 1 2
7 738 134 1 2
8 684 135 1 2
8 716 136 1 2
4 4536 137 8 5
9 1006 136 1 3
3 4396 138 8 5
9 770 141 1 2
9 743 137 1 2
10 736 137 1 2
9 658 136 0 1
10 748 140 1 2
30 756 139 1 83
4 734 138 1 2
4 740 137 1 2
2 646 136 0 1
3 1621 138 1 3
4 817 138 1 2
3 780 140 1 1
3 801 139 1 2
3 778 137 1 2
3 839 138 1 2
4 801 138 1 2
3 781 142 1 2
3 800 139 1 2
5 779 140 1 2
4 760 140 1 2
4 758 139 1 2
3 763 140 1 2
4 801 140 1 2
4 782 141 1 2
4 1287 141 2 4
5 1440 141 1 6
3 1396 142 1 7
4 850 141 1 2
3 769 144 1 2
4 824 141 1 2
4 833 142 1 1
3 2216 141 1 2
4 882 152 1 2
3 883 143 1 2
4 800 142 1 2
3 815 145 1 2
3 799 143 1 2
3 792 144 1 1
4 825 143 1 2
5 856 144 1 2
3 878 144 1 1
3 825 143 1 3
3 2448 144 1 4
3 911 145 1 2
4 917 149 1 2
2 1013 146 1 1
4 827 146 1 2
4 847 144 1 2
4 847 146 1 2
6 825 147 1 2
3 824 146 1 2
4 932 148 1 2
2 3366 147 1 4
4 1048 149 1 2
4 892 146 1 2
4 920 148 1 2
3 918 151 1 2
2 4937 153 10 5
3 1073 148 1 1
4 940 149 1 2
4 958 147 1 2
3 956 148 1 2
3 947 149 1 1
3 939 151 1 2
4 1187 149 1 2
4 958 150 1 2
4 930 152 1 2
4 932 148 1 2
4 934 148 1 2
3 975 151 1 2
15 957 151 1 2
3 919 151 1 2
3 986 151 1 2
4 945 151 1 2
4 1860 153 2 6
4 971 151 1 2
3 930 151 1 2
4 942 153 1 2
3 957 157 1 2
4 1036 155 1 1
3 950 156 1 2
3 990 154 1 2
4 965 154 1 1
4 943 155 1 2
6 950 155 1 2
3 971 155 1 1
3 688 154 1 2
3 1189 155 8 2
5 831 156 1 8
3 666 155 1 2
4 762 155 1 2
5 704 154 1 2
5 708 155 1 2
4 775 157 1 2
4 933 157 1 3
4 751 158 1 2
4 789 155 1 2
4 765 155 1 2
3 706 155 1 2
4 668 156 1 3
4 748 157 1 2
3 1264 157 8 2
4 780 157 1 2
3 1187 157 8 2
4 796 158 1 2
3 1830 158 1 5
4 1085 157 1 3
4 754 157 1 2
3 808 157 1 2
4 723 159 1 1
6 7866 161 14 7
4 872 158 1 2
4 909 159 1 2
11 878 164 1 3
75 994 161 26 113
5 871 159 1 3
4 782 159 1 2
4 794 160 1 2
4 781 163 1 2
4 881 160 1 2
4 829 159 1 2
4 885 162 1 2
4 858 162 1 2
4 906 159 1 2
4 898 160 1 2
4 909 165 1 2
4 809 159 1 2
4 852 163 1 2
3 976 161 1 2
4 795 161 1 7
4 1385 161 2 4
4 908 162 1 2
3 953 164 1 5
8 943 161 8 7
4 826 161 1 2
5 859 160 1 2
4 840 163 1 5
3 832 160 1 2
4 904 162 1 2
4 784 161 1 2
3 757 160 1 2
6 940 161 8 4
4 940 164 1 2
4 812 161 1 2
4 892 160 1 2
5 855 162 1 2
