RIndependent Gonzalez BaselineGreedy Bottleneck FullyDynamic
2351 570 247 3858 119
2459 261 245 3338 127
2657 410 244 3412 125
2436 392 253 3680 289
2243 786 239 3260 124
2635 666 243 4046 131
2169 406 244 3357 298
2132 545 240 3289 120
2372 573 240 3647 109
2218 381 237 3851 110
2638 385 243 3545 111
2478 392 243 3379 107
2168 230 245 3251 107
2252 497 242 3394 111
2419 239 248 3915 121
2405 242 538 3948 112
2481 388 249 3659 268
2145 347 246 4332 114
2182 568 244 3595 103
2160 379 241 3855 127
2411 532 247 3377 106
2259 701 500 3793 102
2520 653 243 3533 120
2508 461 244 3840 273
2293 235 246 3338 251
2629 465 243 3672 114
2281 246 249 3495 102
2176 253 245 3531 103
2424 496 246 3453 104
2225 254 241 3617 107
2183 413 246 3406 103
2444 424 248 3463 109
2229 496 254 3549 104
2296 504 247 3974 102
2286 411 250 3347 104
2199 406 561 3809 260
2177 555 248 3460 115
2346 476 269 4052 98
2434 511 251 3509 103
2522 378 249 4411 97
2188 499 249 3784 99
2169 509 246 3593 110
2288 382 252 3803 100
2180 370 253 4166 114
2511 248 249 3977 100
2306 387 252 3883 106
2195 234 253 3742 100
2537 672 256 3520 106
2462 640 254 3851 107
2522 683 259 3775 103
2288 337 249 3836 112
2236 401 255 3783 120
2330 392 253 3417 105
2244 543 255 3546 106
2339 389 258 3897 105
2303 417 257 3831 105
2490 490 257 3864 108
2291 539 256 3938 109
2341 330 260 3550 106
2286 284 265 3497 107
2310 394 260 3804 104
2417 283 269 3917 107
2247 633 256 3602 108
2376 509 264 3639 107
2501 729 259 3836 111
2468 289 266 3647 108
2299 497 264 3860 132
2446 421 263 3604 109
2445 254 268 3816 111
2489 599 268 3778 114
2261 531 261 3679 115
2493 471 264 4260 112
2251 293 270 4224 111
2334 503 273 4091 123
2592 454 551 3999 112
2313 399 267 4215 115
2420 251 272 3619 139
2322 834 266 3728 116
2470 483 274 3607 113
2269 695 274 3962 120
2689 572 277 4020 116
2284 320 268 3604 115
2391 630 279 4024 113
2788 255 274 3945 116
2642 464 291 4118 118
2375 424 278 3665 113
2405 492 276 4333 112
2532 307 273 4202 114
2388 310 273 4286 117
2514 314 271 3662 118
2277 410 282 3972 119
2399 503 275 3662 119
2387 360 274 4311 119
2520 638 279 4555 120
2325 338 272 3689 118
2524 563 272 3821 119
2497 248 273 3683 117
2486 255 279 3689 122
2506 303 282 4044 120
2439 258 278 3907 120
2699 557 269 3758 125
2461 455 273 4236 125
2321 577 272 3784 125
2629 736 282 4231 122
2413 462 292 3935 125
2815 450 297 3700 128
2443 300 274 3751 135
2574 701 289 3714 130
2426 305 300 4224 127
2435 520 297 4195 129
2333 289 279 3764 130
2404 360 297 3774 130
2420 571 284 3762 132
2456 425 290 4162 129
2490 247 286 4132 133
2642 386 282 3779 133
2468 469 287 3964 134
2495 549 286 4159 132
2501 518 287 3789 133
2456 489 285 3794 132
2488 295 291 4336 135
2582 432 287 3866 134
2393 285 300 4381 134
2471 546 288 4524 144
2628 276 288 3839 134
2542 646 294 4144 144
2438 576 288 3901 133
2423 693 287 3976 145
2425 251 296 4533 136
2591 321 291 4501 143
2409 704 289 4335 134
2470 486 297 4458 143
2415 613 294 4309 142
2422 443 294 4343 142
2391 522 295 4450 136
2568 417 292 4483 135
2398 505 294 4297 138
2442 270 299 4649 137
2616 271 304 4485 139
2572 441 301 4418 138
2455 478 296 4445 139
2415 449 297 4089 139
2534 302 299 4084 137
2662 525 298 4140 138
2501 554 324 4160 135
2583 602 305 4397 139
2619 285 294 4428 134
2524 305 301 4130 137
2604 504 305 4477 135
2448 399 301 4014 136
2451 403 304 4472 134
2548 489 303 4560 135
2502 613 307 4621 135
2462 286 297 4649 135
2654 467 307 4121 135
2605 577 309 4556 136
2510 429 302 4516 138
2555 408 306 4013 135
2446 466 295 4372 136
2571 434 314 4382 137
2480 589 309 4132 147
2489 431 307 4598 137
2573 690 309 4647 145
2594 271 311 4539 146
2611 482 307 4180 149
2787 418 307 4618 144
2639 345 314 4124 141
2482 765 317 4269 150
2504 377 311 4127 141
2632 491 312 4451 142
2572 544 306 4358 141
2517 592 302 4795 142
2824 362 689 4828 143
2735 637 324 4630 143
2485 438 319 4709 141
2553 294 319 4785 143
2438 320 305 4698 143
2479 481 326 4952 144
2783 449 323 4388 147
2510 614 330 4374 148
2597 588 331 4959 146
2678 475 329 4682 155
2627 415 329 4821 151
2734 336 601 4845 148
2748 437 329 4340 156
2680 355 331 4887 148
2646 589 333 4932 164
2925 684 334 4978 154
2747 447 348 4792 147
2728 509 328 5040 158
2914 520 357 5287 152
2724 407 474 4789 152
2781 529 336 4932 150
2586 567 335 4920 151
2662 352 470 4758 156
2619 588 317 4707 149
2748 371 336 4248 147
2667 333 331 4234 148
2620 448 324 4450 157
2565 673 323 4946 153
2542 280 311 4296 154
2692 461 355 4845 156
2585 371 328 4732 155
2781 394 310 4627 166
2731 301 316 4997 151
2896 671 317 4628 152
2653 314 319 4505 152
2656 465 316 4441 171
2553 670 315 4926 152
2531 587 333 4442 156
2685 593 317 4831 153
2746 517 315 4331 153
2758 430 316 4492 159
2608 294 339 4415 156
2707 453 317 4443 155
2523 438 315 4385 154
2830 585 316 4273 155
2505 450 339 4386 158
2746 407 336 4761 154
2717 396 311 4382 156
2492 398 362 4322 155
2813 363 346 4403 154
2597 515 317 4297 157
2637 460 320 4891 159
2633 626 335 4431 159
2537 808 318 4367 158
2630 586 317 4491 158
2790 315 320 4535 156
2613 583 348 4384 158
2549 559 349 4990 164
2562 369 317 4409 229
2555 296 323 4488 159
2738 305 322 4432 156
2910 621 318 4418 158
2602 453 343 4708 159
2648 693 341 4529 160
2966 502 585 4528 161
2614 315 342 4980 228
2627 560 326 4444 161
2655 416 367 4822 161
2687 368 356 4430 170
2672 426 347 4978 162
2732 306 360 5079 161
2762 389 344 4411 163
2546 646 324 4469 159
2619 470 353 4833 162
2746 384 328 4365 163
2634 597 321 4624 163
2485 566 330 4527 161
2783 298 346 4642 163
2482 391 324 4485 165
2955 394 350 4522 165
2695 428 413 4565 180
2586 660 332 4542 165
2558 309 358 4454 163
2865 368 358 4893 166
2660 509 349 5000 164
2542 468 332 4494 164
2670 464 357 4626 166
2658 469 330 4569 174
2736 431 359 4922 166
2881 422 333 4548 165
2513 379 363 5101 178
2757 289 341 4586 166
2520 500 333 4565 167
2718 414 334 4501 168
2508 556 354 4504 168
2823 410 334 4568 169
2692 312 337 4640 167
2716 357 361 4889 168
2783 316 360 4662 168
2682 504 335 4631 170
2634 826 363 5184 168
2706 330 364 5280 173
2553 555 365 4565 170
2650 440 367 5140 181
2591 475 348 5231 169
2572 734 340 4553 168
2523 516 368 4612 172
2823 459 362 4579 170
2827 501 338 4595 171
2799 315 452 4646 171
2604 471 371 5006 172
