RIndependent Gonzalez BaselineGreedy Bottleneck FullyDynamic
2159 492 383 3515 113
2653 226 236 3349 102
2219 534 480 3363 99
2291 276 240 3694 98
2400 646 236 3237 101
2232 222 237 3539 100
2109 383 479 3338 99
2319 767 239 3346 99
2352 578 240 3662 118
2372 233 239 3389 103
2089 553 241 3856 102
2140 411 242 3267 102
2251 359 241 3664 103
2421 234 372 3865 104
2316 229 243 4111 106
2291 536 245 3764 117
2313 558 246 3983 104
2303 547 244 3566 102
2332 374 313 3699 103
2218 483 242 3500 106
2346 376 243 3584 115
2165 544 247 3811 108
2240 458 246 3509 105
2368 663 252 3749 112
2342 360 251 3422 105
2464 378 248 3864 104
2330 407 252 4019 116
2415 677 262 3659 106
2259 234 250 3391 108
2317 362 255 3485 107
2326 445 254 3876 105
2215 827 529 3393 106
2561 758 258 3719 107
2460 426 251 4022 108
2457 238 256 3945 105
2580 425 252 3413 106
2252 460 256 3477 107
2366 362 252 3814 108
2343 522 253 4037 111
2320 515 255 3735 107
2410 477 265 3579 107
2340 527 257 3829 114
2234 524 261 4014 112
2285 439 255 4133 111
2344 298 255 3585 113
2417 687 258 3809 113
2283 388 261 3514 110
2401 395 260 3580 110
2382 376 258 4023 115
2572 462 261 3864 112
2216 346 264 4062 113
2474 358 268 3623 122
2298 310 258 4140 115
2305 540 265 4004 115
2364 311 261 4027 128
2449 580 261 3905 120
2317 238 263 3746 113
2322 555 265 4109 119
2370 448 267 3993 117
2269 592 260 4269 117
2395 571 262 4137 117
2389 387 321 4035 117
2442 475 267 3556 119
2228 496 263 3794 114
2484 449 269 4069 119
2328 242 263 3722 118
2386 523 267 4144 117
2478 367 267 4143 120
2361 606 265 4081 121
2598 403 274 3613 121
2474 489 271 4090 122
2505 337 270 3985 125
2347 819 274 3928 140
2387 567 267 3698 122
2566 405 270 4128 123
2532 246 274 3782 123
2322 408 271 3666 123
2351 307 271 4133 133
2294 871 335 3858 122
2275 249 275 4225 121
2340 243 277 4170 124
2376 303 274 3922 126
2311 385 275 4066 125
2500 581 272 4054 126
2430 399 281 3848 126
2341 465 277 4299 126
2433 306 280 3711 125
2343 662 278 3816 127
2490 272 276 3854 129
2395 374 287 4204 127
2315 272 281 3917 132
2283 534 277 4139 129
2336 382 274 3937 131
2440 361 288 4265 140
2381 276 396 3736 131
2472 272 284 4336 131
2423 545 284 4058 136
2469 416 276 3822 129
2315 594 290 3780 132
2592 419 278 4382 131
2501 405 290 4448 133
2494 411 288 3845 134
2385 338 287 4259 137
2363 310 286 4002 133
2575 544 290 4357 134
2381 386 291 4361 131
2366 441 292 4227 132
2412 573 291 3888 144
2350 277 289 4007 132
2482 560 286 4409 132
2372 352 295 4457 156
2663 630 292 4344 133
2454 422 325 3879 133
2685 498 291 4548 134
2519 292 291 3894 140
2394 306 294 4656 134
2536 282 296 4061 159
2499 600 295 4103 135
2611 307 282 4339 160
2408 809 295 4280 137
2545 468 290 4647 134
2421 529 296 4255 137
2394 670 299 4383 137
2362 531 286 4410 153
2509 395 300 3960 138
2516 456 287 4032 137
2499 335 299 4615 162
2390 383 310 4203 148
2392 401 300 3962 135
2408 605 299 4287 139
2373 352 300 4389 138
2507 418 525 4111 138
2410 467 307 4069 150
2498 462 290 3988 140
2570 426 304 4560 139
2480 399 304 4457 139
2417 564 297 4406 140
2526 596 296 4651 138
2488 657 296 4506 147
2587 511 307 4231 141
2390 450 297 4607 141
2596 698 304 4042 152
2497 343 299 4698 142
2451 340 319 4089 142
2511 385 304 4526 144
2596 332 299 4639 142
2552 493 310 4589 144
2492 394 313 4590 145
2487 591 310 4508 146
2916 574 311 4348 145
2676 332 312 4854 150
2526 304 319 4670 151
2515 323 322 4811 151
2520 451 302 4598 148
2675 501 314 4348 150
2693 495 310 4256 152
2645 312 322 4884 154
2553 417 389 4261 150
2666 658 324 4631 151
2579 549 317 5032 151
2617 527 311 4827 152
2503 575 347 4407 152
2655 742 331 4965 152
2746 546 343 4921 153
2581 366 318 4692 168
2729 362 339 4721 164
2655 473 314 4694 157
2445 497 320 4233 150
2643 421 305 4552 149
2605 417 307 4580 150
2478 290 306 4326 152
2582 493 325 4646 154
2560 504 335 5237 149
2591 486 328 4203 157
2735 484 326 4268 152
2713 481 597 4175 152
2532 408 330 4671 151
2605 547 336 4313 153
2834 515 314 4833 163
2563 415 382 4377 152
2674 622 331 4893 155
2737 276 333 4591 163
2697 569 343 4307 175
2601 386 311 4238 153
2606 529 522 4428 153
2749 529 309 4304 154
3283 465 330 4614 165
2879 450 332 4258 164
2460 474 331 4682 166
2510 259 309 4402 163
2544 446 312 5087 167
2607 435 311 4252 155
2681 601 312 4732 154
2843 427 351 4428 154
2630 398 343 4306 159
2938 262 336 4693 157
2547 291 311 4361 160
2619 584 316 4899 159
2518 420 357 4520 201
2548 449 339 4310 159
2523 399 320 4561 158
2673 437 342 4900 162
2602 398 317 4814 157
2565 668 331 4352 160
2645 534 319 4532 163
2829 505 317 4770 160
2634 292 340 4986 160
2940 314 324 4737 160
2578 339 345 5317 164
2683 295 620 4389 186
2671 265 345 5051 160
2651 320 321 5011 162
2848 490 319 5206 164
2605 473 347 4725 172
2573 306 347 4345 163
2526 406 328 4542 162
2540 464 344 4385 162
2606 589 331 4436 162
2680 614 346 4939 164
2570 308 356 4473 169
2577 604 349 4576 171
2487 292 322 4811 163
2685 484 341 4795 162
2749 538 368 4410 176
2853 345 364 4591 163
2721 313 331 4369 163
2595 407 327 4434 170
2749 436 328 5097 166
2523 452 328 4928 172
2605 431 334 4447 163
2646 378 368 4452 176
2499 303 331 4438 166
2560 449 332 4576 177
2539 310 349 5166 166
2678 526 332 4837 169
2719 677 328 4459 170
2788 295 351 4506 186
2548 521 445 4539 167
2749 509 336 5033 168
2766 300 340 4493 181
